ISIN,FY,ROE_Pct,ROCE_Pct,DebtEquity,EPS,Sales,FixedAssets,CWIP
INE670A01012,FY26,20.66,26.26,0.05,100.89,3757.42,254.23,0.0
INE672A01026,FY23,1.29,,0.01,49.78,305.23,1.45,0.0
INE672A01026,FY24,1.28,,0.0,76.09,439.87,0.71,0.0
INE672A01026,FY25,1.0,,0.0,6.17,409.06,2.65,0.0
INE672A01026,FY26,1.48,,0.0,8.57,520.28,1.77,0.0
INE245A01021,FY23,11.59,11.63,1.84,10.43,54117.61,64534.13,6027.12
INE245A01021,FY24,11.42,10.93,1.82,11.56,60388.03,77521.04,13528.23
INE245A01021,FY25,11.08,10.29,1.9,12.41,64127.75,91354.2,16002.93
INE245A01021,FY26,9.49,9.71,2.02,11.71,61048.61,101823.83,17427.85
INE081A01020,FY23,8.5,13.05,0.82,7.17,241636.25,171683.88,31691.42
INE081A01020,FY24,-4.82,3.55,0.95,-3.62,227296.2,176991.59,34376.19
INE081A01020,FY25,3.75,8.47,1.04,2.74,216840.35,185952.77,41516.16
INE081A01020,FY26,10.56,11.89,0.9,8.65,230293.47,200133.86,29114.63
INE142M01025,FY23,20.87,25.09,0.09,15.38,4412.59,303.09,2.65
INE142M01025,FY24,21.09,27.34,0.08,16.72,5113.21,310.28,0.0
INE142M01025,FY25,18.91,24.66,0.07,16.66,5168.45,260.85,0.0
INE142M01025,FY26,13.93,16.43,0.24,13.47,5505.57,296.81,0.63
INE0GK401011,FY23,8.84,7.7,0.33,20.52,420.89,426.52,230.74
INE0GK401011,FY24,4.12,6.62,0.02,13.26,390.5,499.46,72.93
INE0GK401011,FY25,0.77,1.14,0.05,2.44,382.71,547.09,21.54
INE0GK401011,FY26,5.38,6.64,0.15,17.98,505.86,627.5,23.35
INE673O01025,FY23,42.39,44.14,0.21,13.28,982.77,70.84,0.0
INE673O01025,FY24,37.1,31.45,0.39,18.62,1280.91,79.85,0.0
INE673O01025,FY25,19.24,21.14,0.18,21.48,1614.04,77.82,0.0
INE673O01025,FY26,15.75,14.6,0.49,22.76,2512.1,114.12,0.0
INE760L01018,FY23,7.17,8.35,1.03,6.02,2393.43,160.15,1.89
INE760L01018,FY24,9.05,9.72,1.02,8.16,2298.79,151.32,0.7
INE760L01018,FY25,10.41,10.48,1.2,10.25,2619.86,164.62,3.13
INE760L01018,FY26,24.14,19.65,1.06,,3202.82,181.74,0.05
INE688A01022,FY23,18.65,20.77,0.05,40.83,3779.0,852.24,63.82
INE688A01022,FY24,17.51,18.2,0.1,45.06,4019.17,985.43,126.28
INE688A01022,FY25,19.14,19.96,0.11,53.32,4487.67,1266.85,305.66
INE688A01022,FY26,17.78,18.11,0.12,59.38,4912.73,1566.98,381.89
INE586V01016,FY23,23.35,30.83,0.01,36.2,1241.01,432.22,61.14
INE586V01016,FY24,18.7,24.51,0.01,34.27,1253.82,463.24,16.06
INE586V01016,FY25,11.23,15.0,0.01,22.31,1208.27,477.86,20.34
INE586V01016,FY26,9.95,12.72,0.08,,1237.41,590.79,45.49
INE822C01015,FY23,25.14,20.67,1.13,122.05,1442.21,626.74,53.3
INE822C01015,FY24,19.02,18.22,0.96,109.22,1512.78,692.42,7.41
INE822C01015,FY25,22.21,17.64,1.01,157.16,1742.57,838.58,78.15
INE822C01015,FY26,13.61,14.7,0.88,,1782.11,893.83,17.61
INE467B01029,FY23,46.61,58.8,0.09,115.19,225458.0,18996.0,1302.0
INE467B01029,FY24,50.73,63.72,0.09,125.88,240893.0,18854.0,1652.0
INE467B01029,FY25,51.24,63.49,0.1,134.19,255324.0,21948.0,1726.0
INE467B01029,FY26,45.89,56.29,0.11,136.01,267021.0,25100.0,3043.0
INE419M01027,FY23,16.01,21.54,0.0,6.22,849.3,164.77,25.68
INE419M01027,FY24,16.78,23.05,0.0,7.58,975.89,184.58,24.16
INE419M01027,FY25,20.29,26.9,0.01,11.17,1256.46,228.57,46.71
INE419M01027,FY26,22.28,30.1,0.02,15.28,1832.52,304.45,36.81
INE985S01024,FY23,13.79,13.3,0.12,65.0,7859.93,87.8,0.0
INE985S01024,FY24,14.05,14.17,0.13,66.65,9312.03,80.19,0.0
INE985S01024,FY25,11.97,12.59,0.13,64.86,11155.87,77.37,0.0
INE985S01024,FY26,13.39,14.19,0.11,3.3,11790.67,90.33,0.0
INE669C01036,FY23,17.3,22.08,0.1,54.54,53290.2,4068.4,110.0
INE669C01036,FY24,8.84,12.38,0.1,26.58,51995.6,3637.0,118.8
INE669C01036,FY25,15.54,20.33,0.07,47.91,52988.3,3932.0,32.9
INE669C01036,FY26,16.24,21.73,0.07,54.19,56815.4,4433.1,27.3
INE285K01026,FY23,9.68,7.68,,17.1,827.36,175.82,94.6
INE285K01026,FY24,12.41,15.34,0.0,24.94,1497.59,371.13,295.23
INE285K01026,FY25,11.31,13.0,0.01,37.19,2268.66,531.4,461.18
INE285K01026,FY26,11.4,14.05,0.02,40.74,3251.63,581.52,71.92
INE011K01018,FY23,17.54,17.92,0.34,27.62,1194.28,504.38,25.96
INE011K01018,FY24,16.27,18.4,0.26,29.17,1463.9,538.92,11.15
INE011K01018,FY25,14.33,16.57,0.24,30.08,1638.65,595.63,46.68
INE011K01018,FY26,4.19,5.88,0.12,,1691.94,685.31,107.22
INE010J01012,FY23,-1.22,-0.94,0.02,-2.46,919.57,137.88,8.54
INE010J01012,FY24,2.0,2.91,0.6,3.65,2314.32,355.49,18.23
INE010J01012,FY25,11.61,12.77,0.89,25.38,8454.96,517.96,3.54
INE010J01012,FY26,-31.01,-15.12,1.43,-51.35,1097.47,533.94,1.3
INE869Y01028,FY23,14.52,13.73,1.06,0.52,249.82,24.52,3.21
INE869Y01028,FY24,21.49,20.35,0.76,1.05,429.87,29.67,8.06
INE869Y01028,FY25,25.87,19.8,1.22,3.11,743.25,109.34,84.09
INE869Y01028,FY26,21.72,18.44,0.85,,1090.19,185.38,68.31
INE19RI01016,FY23,31.55,41.0,0.07,9.44,4798.7,658.78,29.72
INE19RI01016,FY24,42.52,55.43,0.06,10.32,5449.37,649.42,43.53
INE19RI01016,FY25,34.29,44.83,0.04,13.67,4869.9,615.56,34.97
INE19RI01016,FY26,50.41,66.48,0.07,14.95,5381.22,680.77,99.46
INE482B01010,FY23,3.21,10.54,0.22,2.77,116.58,26.75,10.83
INE482B01010,FY24,3.48,5.78,0.3,3.13,84.48,26.6,10.83
INE482B01010,FY25,7.69,11.35,0.16,7.52,107.26,26.53,10.83
INE482B01010,FY26,16.99,21.54,0.27,19.82,238.05,28.5,0.0
INE435C01024,FY23,0.49,0.73,0.05,0.24,16.53,89.17,15.39
INE435C01024,FY24,0.36,0.33,0.02,0.42,16.08,88.56,12.28
INE435C01024,FY25,-0.54,0.56,0.02,-0.57,15.87,66.84,12.35
INE435C01024,FY26,1.02,1.51,0.03,0.86,17.46,68.89,8.67
INE621L01012,FY23,1.87,4.55,0.71,0.81,2224.96,420.42,17.55
INE621L01012,FY24,4.47,8.54,0.25,3.29,3488.65,468.06,35.31
INE621L01012,FY25,8.91,13.49,0.34,6.21,5106.57,981.62,71.27
INE621L01012,FY26,8.22,12.23,0.38,4.84,4377.27,1102.42,164.68
INE305A01023,FY23,8.65,7.63,0.98,1.95,226.04,15.05,0.0
INE305A01023,FY24,8.36,7.23,0.9,2.02,225.55,14.33,0.0
INE305A01023,FY25,8.53,7.8,0.71,2.24,244.49,13.67,0.0
INE305A01023,FY26,9.39,7.57,0.82,2.67,269.95,13.2,0.0
INE085J01014,FY23,20.51,14.37,1.47,28.16,3152.55,120.75,1.6
INE085J01014,FY24,24.99,19.13,1.08,43.93,3826.78,154.31,2.36
INE085J01014,FY25,10.77,10.3,0.72,42.0,4910.58,210.22,11.27
INE085J01014,FY26,24.83,22.68,0.64,113.14,8499.33,298.64,6.87
INE924D01017,FY23,1.81,4.22,0.31,2.2,292.08,28.92,0.0
INE924D01017,FY24,2.81,5.89,0.57,3.56,272.76,23.92,0.0
INE924D01017,FY25,6.03,9.56,0.54,8.14,352.97,19.34,0.0
INE924D01017,FY26,4.09,10.51,0.08,5.76,284.54,9.2,0.0
INE121N01019,FY23,16.51,20.13,0.23,30.0,473.98,113.29,1.84
INE121N01019,FY24,22.23,27.76,0.17,51.43,558.89,109.54,2.54
INE121N01019,FY25,16.76,21.95,0.1,46.04,550.73,130.28,28.21
INE121N01019,FY26,13.9,17.83,0.12,,631.13,167.76,16.38
INE0AQ201015,FY23,2.46,21.75,-1.55,-1.85,860.06,4814.35,39.0
INE0AQ201015,FY24,0.08,27.77,-1.58,-0.06,1171.45,5565.13,56.89
INE0AQ201015,FY25,1.34,7.28,1.16,1.43,1300.57,5750.93,155.19
INE0AQ201015,FY26,6.3,8.42,0.28,12.43,1527.29,6807.81,228.94
INE083B01024,FY23,16.76,18.64,0.27,6.17,344.46,164.03,2.6
INE083B01024,FY24,11.52,12.9,0.25,4.72,376.63,170.42,2.6
INE083B01024,FY25,7.41,10.24,0.21,3.24,405.51,174.54,2.51
INE083B01024,FY26,0.29,2.53,0.25,,342.24,168.87,2.47
INE152A01029,FY23,11.64,13.57,0.22,39.97,8033.9,1796.89,580.94
INE152A01029,FY24,14.53,16.65,0.29,57.28,9237.24,2499.76,625.27
INE152A01029,FY25,12.85,14.97,0.35,56.31,10268.08,3333.07,717.88
INE152A01029,FY26,12.98,14.43,0.43,63.94,10642.55,4401.67,1533.79
INE332A01027,FY23,0.38,3.21,0.31,0.1,4952.45,1344.17,4.39
INE332A01027,FY24,12.59,15.75,0.2,5.57,7212.02,1541.52,6.21
INE332A01027,FY25,11.26,17.36,0.21,5.46,8139.57,1574.31,8.45
INE332A01027,FY26,8.59,13.66,0.21,4.69,8398.17,1746.9,7.97
INE594H01019,FY23,12.07,16.31,0.04,4.05,517.2,194.43,1.61
INE594H01019,FY24,13.43,17.6,0.08,4.45,567.88,203.7,2.55
INE594H01019,FY25,16.74,25.99,0.05,5.74,680.71,198.3,14.15
INE594H01019,FY26,27.85,33.9,0.09,10.21,821.89,208.68,3.07
INE133E01013,FY23,31.04,24.91,0.53,8.56,1155.81,421.96,2.25
INE133E01013,FY24,21.11,19.89,0.19,7.16,1393.95,396.16,0.28
INE133E01013,FY25,26.02,26.12,0.05,11.81,1380.52,372.63,3.41
INE133E01013,FY26,0.7,2.53,0.77,0.96,2345.58,559.47,60.26
INE545H01011,FY23,18.87,18.69,0.46,110.98,1856.93,477.95,61.24
INE545H01011,FY24,15.77,17.4,0.4,115.06,2061.4,711.86,43.57
INE545H01011,FY25,14.46,15.5,0.49,112.32,2595.58,825.43,38.81
INE545H01011,FY26,14.11,15.71,0.41,125.84,2758.98,801.2,14.26
INE974X01010,FY23,24.19,31.97,0.29,49.39,14430.95,2443.0,224.4
INE974X01010,FY24,23.65,24.24,0.41,62.31,16334.92,3087.73,431.07
INE974X01010,FY25,12.17,19.86,0.56,34.8,18915.14,4143.1,939.75
INE974X01010,FY26,8.22,22.43,0.1,,22221.18,5137.38,1042.53
INE806C01018,FY23,31.13,-50.4,-1.4,-24.63,43.82,106.27,0.27
INE806C01018,FY24,803.74,108.59,5.44,16.66,66.7,103.83,0.27
INE806C01018,FY25,3.47,8.14,3.45,0.42,313.58,98.86,0.27
INE806C01018,FY26,-27.72,-0.18,3.44,-4.58,320.51,93.17,0.27
INE508G01029,FY23,9.65,12.54,0.4,4.82,4289.44,1450.22,67.59
INE508G01029,FY24,12.16,15.29,0.32,6.84,4992.5,1409.34,41.18
INE508G01029,FY25,13.41,17.12,0.25,8.55,5457.04,1451.91,79.42
INE508G01029,FY26,11.46,14.89,0.18,9.99,6105.2,1664.86,229.77
INE325A01013,FY23,19.18,25.45,0.01,51.95,2787.85,575.95,74.32
INE325A01013,FY24,16.22,21.62,0.01,52.13,2895.71,757.9,239.89
INE325A01013,FY25,15.95,19.79,0.01,61.45,3183.58,1103.19,621.37
INE325A01013,FY26,14.23,18.99,0.0,55.16,3462.36,1271.24,146.61
INE015C01016,FY23,22.71,22.88,0.63,12.73,294.11,69.39,0.51
INE015C01016,FY24,31.53,27.67,0.67,23.52,362.07,134.48,10.1
INE015C01016,FY25,27.14,23.69,0.76,28.19,505.35,194.38,14.32
INE015C01016,FY26,17.59,19.29,0.43,29.67,545.81,285.37,41.72
INE716B01029,FY23,56.19,75.66,0.03,5.91,186.78,4.97,0.0
INE716B01029,FY24,70.85,92.61,0.03,9.9,241.58,7.86,0.02
INE716B01029,FY25,79.49,104.93,0.02,13.02,310.69,6.97,0.73
INE716B01029,FY26,83.38,110.19,0.02,16.96,375.51,14.1,0.0
INE338A01024,FY23,7.54,9.12,0.43,8.77,2120.33,1077.32,406.39
INE338A01024,FY24,-3.38,0.06,1.09,-3.79,2071.51,1911.11,1199.61
INE338A01024,FY25,-3.99,0.12,1.55,-4.5,2036.99,2603.44,1352.11
INE338A01024,FY26,-10.74,-3.24,1.39,-14.91,1721.86,3768.81,2518.43
INE319Y01024,FY23,26.02,28.94,0.28,0.96,83.34,15.35,0.17
INE319Y01024,FY24,13.31,15.76,0.26,0.0,98.59,26.75,7.68
INE319Y01024,FY25,7.34,9.13,0.24,0.73,114.98,55.37,18.41
INE319Y01024,FY26,4.72,6.63,0.31,,162.48,123.87,66.62
INE615H01020,FY23,13.51,19.35,0.37,10.89,2755.31,734.18,12.28
INE615H01020,FY24,12.9,18.63,0.07,22.46,3805.31,846.14,107.8
INE615H01020,FY25,3.55,7.16,0.25,6.42,3867.75,953.78,39.61
INE615H01020,FY26,5.01,8.56,0.25,,3185.82,1261.03,71.57
INE280A01028,FY23,27.42,22.37,0.79,36.61,40447.0,2761.0,133.0
INE280A01028,FY24,37.22,21.03,1.65,39.38,50936.0,3368.0,88.0
INE280A01028,FY25,28.71,16.94,1.79,37.61,60298.0,3721.0,93.0
INE280A01028,FY26,32.31,17.23,1.95,57.16,87305.0,5015.0,135.0
INE668A01016,FY23,14.86,,0.08,68.06,2723.11,245.65,0.0
INE668A01016,FY24,13.53,,0.06,67.7,2795.64,270.98,0.0
INE668A01016,FY25,13.13,,0.06,74.68,3150.89,284.48,0.0
INE668A01016,FY26,13.23,,0.07,84.47,3403.94,310.56,0.0
INE1TAE01010,FY24,37.74,18.74,1.26,87.02,431212.0,92400.0,11216.0
INE1TAE01010,FY25,30.33,25.26,0.94,8.68,57788.0,12438.0,753.0
INE1TAE01010,FY26,23.79,30.18,0.44,8.23,83390.0,12578.0,730.0
INE155A01022,FY23,5.33,7.49,3.01,6.29,342874.59,90107.59,5583.12
INE155A01022,FY24,36.98,18.5,1.29,81.88,431212.0,92400.0,11216.0
INE155A01022,FY25,23.96,17.02,0.64,78.75,363486.0,99105.0,18038.0
INE155A01022,FY26,73.52,0.62,0.73,0.61,333383.0,100275.0,26859.0
INE148A01019,FY23,11.48,14.41,0.09,10.47,2146.63,355.28,108.22
INE148A01019,FY24,5.83,7.95,0.02,5.56,1665.21,377.24,73.03
INE148A01019,FY25,6.4,8.1,0.15,6.49,1823.27,737.15,451.73
INE148A01019,FY26,9.58,9.78,0.46,10.83,1464.06,966.85,116.15
INE107A01015,FY23,19.95,19.89,0.96,56.04,5117.22,4474.84,20.23
INE107A01015,FY24,9.96,13.25,0.86,30.08,4643.36,4314.35,15.51
INE107A01015,FY25,0.18,6.0,0.77,0.54,4442.69,4153.74,55.48
INE107A01015,FY26,10.7,6.2,0.7,,4581.62,4352.1,473.39
INE685A01028,FY23,20.09,18.84,0.87,36.79,9463.69,3482.31,710.71
INE685A01028,FY24,24.16,24.86,0.59,48.94,10562.31,3593.15,296.18
INE685A01028,FY25,25.18,27.09,0.42,56.47,11317.25,3864.74,409.09
INE685A01028,FY26,25.79,13.91,1.79,63.92,13752.99,5394.12,485.59
INE813H01021,FY23,19.23,17.84,0.96,44.06,25402.84,21110.75,2778.35
INE813H01021,FY24,15.2,14.77,0.96,38.14,26894.39,23638.48,2725.73
INE813H01021,FY25,16.97,16.14,0.5,61.23,28840.99,26623.62,3196.47
INE813H01021,FY26,12.67,12.74,0.73,47.95,28609.56,34085.75,9299.57
INE413G01022,FY23,13.89,16.11,0.39,2.06,270.4,79.97,24.1
INE413G01022,FY24,15.23,19.25,0.24,2.54,312.91,85.06,1.23
INE413G01022,FY25,15.98,18.11,0.32,3.02,349.34,95.86,3.1
INE413G01022,FY26,17.21,22.6,0.11,3.73,422.55,95.39,5.61
INE454P01035,FY23,13.94,18.35,0.81,8.67,3086.14,387.78,9.04
INE454P01035,FY24,20.47,25.72,0.59,18.79,4009.23,381.16,7.32
INE454P01035,FY25,17.47,26.16,0.35,25.72,5212.24,464.45,39.59
INE454P01035,FY26,17.69,26.54,0.3,29.9,6779.95,665.12,65.28
INE103V01028,FY23,37.2,36.11,0.58,18.52,1066.1,367.48,17.26
INE103V01028,FY24,32.94,34.05,0.48,21.85,1395.32,418.05,33.38
INE103V01028,FY25,34.47,39.67,0.32,27.58,1687.74,412.83,43.06
INE103V01028,FY26,30.57,39.07,0.17,,1647.8,315.6,28.28
INE0O3901029,FY23,2.86,4.4,0.11,1.12,136.32,59.22,46.31
INE0O3901029,FY24,20.57,26.88,0.05,10.2,96.82,49.38,38.8
INE0O3901029,FY25,4.24,6.26,0.0,2.14,81.74,50.23,40.77
INE0O3901029,FY26,2.89,3.98,,,83.75,8.43,0.0
INE849A01020,FY23,17.13,13.05,1.72,8.34,8112.33,4755.23,333.81
INE849A01020,FY24,36.55,38.48,0.43,27.88,12205.31,3078.51,730.06
INE849A01020,FY25,28.32,28.16,0.41,29.01,16873.72,4647.76,853.2
INE849A01020,FY26,24.62,25.19,0.37,32.25,19850.11,6620.76,1204.16
INE064C01022,FY23,10.51,11.66,0.34,0.88,5982.42,4447.27,384.57
INE064C01022,FY24,8.1,9.79,0.49,0.69,6436.85,4639.66,87.46
INE064C01022,FY25,8.0,9.63,0.35,0.73,6589.88,4478.66,63.95
INE064C01022,FY26,7.9,9.6,0.38,0.74,6304.67,4464.05,152.68
INE152M01016,FY23,25.32,33.55,0.0,5.97,1236.49,265.99,5.43
INE152M01016,FY24,28.05,37.42,0.0,8.47,1642.7,276.19,1.36
INE152M01016,FY25,29.37,39.15,0.03,11.28,2005.8,335.84,19.29
INE152M01016,FY26,24.18,32.1,0.02,,2181.1,370.0,17.0
INE256C01024,FY23,67.23,56.21,0.35,74.58,5574.51,1485.67,31.27
INE256C01024,FY24,13.62,13.51,0.49,18.05,5209.3,1751.47,249.78
INE256C01024,FY25,7.82,8.01,0.64,10.88,5689.24,2368.49,48.7
INE256C01024,FY26,8.04,8.44,0.65,12.19,6290.49,2399.85,13.99
INE0MWH01014,FY23,20.38,11.23,3.59,,1160.39,1234.73,86.09
INE0MWH01014,FY24,12.02,11.1,5.16,,1223.04,1609.3,332.95
INE0MWH01014,FY25,19.07,13.03,2.02,,1907.72,1826.23,139.45
INE0MWH01014,FY26,6.37,9.14,1.09,12.3,1727.51,2125.12,67.71
INE202Z01029,FY23,6.65,1.31,0.01,10.7,73.66,20.28,0.0
INE202Z01029,FY24,11.12,5.11,0.0,24.0,80.75,18.85,0.0
INE202Z01029,FY25,7.35,2.1,0.0,18.55,91.37,25.61,0.0
INE202Z01029,FY26,8.65,3.28,0.04,23.49,861.81,237.08,0.77
INE910C01018,FY23,67.1,6.82,0.03,452.72,720.19,79.77,8.62
INE910C01018,FY24,6.28,8.41,0.02,44.47,747.64,77.02,2.22
INE910C01018,FY25,7.67,10.12,0.02,57.79,797.63,81.07,0.17
INE910C01018,FY26,5.89,7.4,0.02,,854.38,74.57,1.9
INE690A01028,FY23,13.11,16.97,0.07,18.34,2754.81,531.5,12.23
INE690A01028,FY24,10.94,13.87,0.09,16.48,2657.69,592.58,37.84
INE690A01028,FY25,5.98,9.23,0.1,8.16,2692.77,580.06,1.79
INE690A01028,FY26,8.11,10.9,0.09,11.72,2950.0,598.69,35.96
INE517B01013,FY23,6.01,-36.54,-0.95,-5.86,1101.24,767.84,29.48
INE517B01013,FY24,6.38,49.45,-1.04,-6.28,1186.88,844.02,59.44
INE517B01013,FY25,6.52,-44.59,-0.95,-6.52,1300.93,830.17,34.8
INE517B01013,FY26,1.08,-108.78,-0.95,-1.1,1150.14,969.49,32.71
INE0OC301013,FY23,-38.17,-36.19,0.04,-10.99,537.98,38.12,0.0
INE0OC301013,FY24,-33.17,-31.03,0.03,-7.06,564.17,25.41,0.0
INE0OC301013,FY25,-49.35,-45.18,0.06,-7.65,700.26,30.57,0.0
INE236G01019,FY23,9.35,12.31,0.13,5.11,352.84,22.8,1.77
INE236G01019,FY24,0.27,0.92,0.41,0.15,365.64,42.47,0.03
INE236G01019,FY25,-4.11,-1.04,0.45,-2.08,430.27,49.14,0.0
INE236G01019,FY26,1.31,4.97,0.56,,454.92,44.94,0.6
INE105A01035,FY23,20.04,12.13,7.72,321.1,32763.81,6042.93,393.63
INE105A01035,FY24,28.18,16.01,9.49,395.6,38806.97,4779.3,460.72
INE105A01035,FY25,24.84,15.2,7.15,575.41,43409.39,6441.74,883.2
INE105A01035,FY26,26.23,18.01,5.63,838.12,55653.05,8211.97,1608.53
INE494B01023,FY23,24.14,11.81,4.06,27.97,27433.68,4564.77,387.37
INE494B01023,FY24,24.86,13.95,3.83,35.5,32668.46,4758.52,464.4
INE494B01023,FY25,26.29,15.06,3.36,47.05,36887.44,6368.19,879.45
INE494B01023,FY26,31.56,16.63,3.43,63.53,47651.63,7656.34,1606.25
INE395N01027,FY23,5.5,5.35,4.59,0.91,9973.0,1458.82,19.57
INE395N01027,FY24,-5.58,3.56,1.21,-2.4,9199.31,1528.62,4.88
INE395N01027,FY25,-0.75,4.54,1.16,-0.31,9992.48,1423.25,75.22
INE395N01027,FY26,5.62,6.62,1.35,,11000.46,2032.68,8.89
INE421C01016,FY23,7.54,8.31,0.64,101.85,2972.22,989.11,129.93
INE421C01016,FY24,9.71,9.75,0.76,140.98,2911.8,1127.05,120.86
INE421C01016,FY25,1.74,4.38,0.75,26.92,3253.83,1150.53,73.73
INE421C01016,FY26,5.98,7.85,0.64,,3643.35,1095.37,40.48
INE038F01029,FY23,10.65,14.3,0.04,14.79,860.35,177.8,3.47
INE038F01029,FY24,6.5,10.97,0.04,9.45,919.39,169.61,3.68
INE038F01029,FY25,8.36,12.42,0.02,12.49,993.02,145.78,1.13
INE038F01029,FY26,1.61,3.53,0.02,2.4,808.7,341.95,2.61
INE686F01025,FY23,7.67,10.6,0.0,11.5,7330.6,1923.16,90.81
INE686F01025,FY24,9.81,13.03,0.02,15.51,7876.49,1941.44,181.35
INE686F01025,FY25,10.12,12.4,0.14,16.71,8915.09,2020.75,285.63
INE686F01025,FY26,9.14,10.86,0.29,15.63,9239.94,2549.89,512.17
INE691A01018,FY23,7.13,,0.8,1.53,9851.42,3509.51,65.01
INE691A01018,FY24,6.14,,0.78,1.4,10807.83,3781.47,64.84
INE691A01018,FY25,7.89,,0.76,2.04,11412.01,3851.95,61.22
INE691A01018,FY26,8.32,,0.55,2.21,12328.87,4200.44,74.48
INE851I01011,FY23,9.4,11.43,0.58,6.76,2098.89,102.6,1.6
INE851I01011,FY24,8.09,10.99,0.12,11.3,2444.36,119.88,13.58
INE851I01011,FY25,12.4,14.61,0.11,17.7,2736.06,115.94,2.43
INE851I01011,FY26,8.14,9.35,0.04,12.8,2939.51,102.56,0.31
INE899L01030,FY23,-36.32,-2.56,2.13,-95.24,29.78,134.02,0.0
INE899L01030,FY24,32.49,8.29,0.21,0.25,26.4,29.44,0.0
INE899L01030,FY25,10.35,10.11,0.28,0.26,26.73,29.69,0.0
INE899L01030,FY26,3.57,4.31,0.27,0.08,16.62,29.24,0.0
INE382M01027,FY23,4.24,8.77,1.71,4.32,1231.29,961.97,27.34
INE382M01027,FY24,-3.41,5.49,1.74,-3.44,1249.5,944.54,9.04
INE382M01027,FY25,-7.66,4.53,2.09,-7.11,1233.05,978.32,16.79
INE382M01027,FY26,-19.06,1.49,2.85,-15.13,1338.7,1064.75,13.62
INE516A01017,FY23,6.41,8.14,0.76,66.57,14457.92,8481.39,721.5
INE516A01017,FY24,-9.58,-0.53,0.96,-95.69,13188.63,9211.22,1016.86
INE516A01017,FY25,1.93,5.64,1.13,19.71,14845.16,10386.26,1673.86
INE516A01017,FY26,3.91,6.07,1.25,43.91,15063.51,12272.16,2756.61
INE071E01023,FY23,46.66,31.0,1.81,9.16,1793.97,277.91,54.34
INE071E01023,FY24,9.0,8.85,2.41,1.88,1150.76,351.5,97.84
INE071E01023,FY25,-7.52,2.5,3.11,-1.44,1329.24,401.47,167.57
INE071E01023,FY26,5.82,7.77,3.11,,1484.26,395.39,56.32
INE583D01011,FY23,4.04,4.93,3.2,5.55,487.97,28.21,0.03
INE583D01011,FY24,8.3,5.17,3.24,12.93,706.96,39.29,0.0
INE583D01011,FY25,7.03,4.61,3.37,14.41,963.82,69.63,0.0
INE583D01011,FY26,6.02,4.01,3.71,,1407.86,91.4,0.0
INE551W01018,FY23,26.13,,0.57,5.81,3287.76,179.15,17.57
INE551W01018,FY24,22.83,,0.27,6.54,4057.09,394.85,31.81
INE551W01018,FY25,11.94,,0.3,3.71,4370.29,443.74,13.17
INE551W01018,FY26,10.16,,0.36,3.51,4907.44,457.27,0.0
INE481G01011,FY23,9.32,12.51,0.2,175.54,62337.6,59448.92,6559.14
INE481G01011,FY24,11.63,14.49,0.19,242.87,69809.53,65640.5,9467.7
INE481G01011,FY25,8.54,9.66,0.34,205.13,74936.45,94528.05,8591.71
INE481G01011,FY26,10.66,12.69,0.31,277.45,87383.52,99498.37,9603.74
INE351A01035,FY23,-8.3,-5.82,0.13,-28.72,1302.42,1409.26,154.14
INE351A01035,FY24,-3.85,-2.34,0.1,-13.32,1737.63,1324.26,129.77
INE351A01035,FY25,5.61,6.02,0.19,19.47,2064.48,1331.34,52.02
INE351A01035,FY26,9.3,10.07,0.18,35.85,2159.41,1319.01,115.31
INE00U401027,FY23,12.48,17.07,0.0,0.64,90.06,0.92,0.0
INE00U401027,FY24,19.03,23.37,0.11,1.3,103.58,7.93,0.0
INE00U401027,FY25,25.2,31.71,0.11,1.58,134.79,8.37,0.0
INE00U401027,FY26,10.6,14.6,0.05,1.78,204.34,10.66,0.0
INE037A01022,FY23,1.31,-0.12,0.0,5.64,1.47,0.0,0.0
INE037A01022,FY24,1.86,-0.19,0.0,5.55,50.65,0.0,0.0
INE037A01022,FY25,0.01,0.06,0.0,0.04,111.51,0.0,0.0
INE037A01022,FY26,0.85,0.85,0.0,2.98,32.0,0.0,0.0
INE0U3I01011,FY23,46.7,42.85,0.49,4.49,93.01,28.88,0.23
INE0U3I01011,FY24,53.53,56.81,0.28,11.43,208.22,59.89,8.53
INE0U3I01011,FY25,12.48,14.05,0.13,17.59,241.4,193.45,32.87
INE0U3I01011,FY26,8.58,9.95,0.17,12.42,239.83,202.02,5.65
INE692A01016,FY23,10.8,,0.37,12.45,47131.65,8656.09,22.16
INE692A01016,FY24,14.14,,0.28,19.15,55177.69,9026.72,35.89
INE692A01016,FY25,15.84,,0.57,23.62,59339.68,9346.22,58.73
INE692A01016,FY26,14.55,,0.55,25.45,58787.88,11100.83,64.16
INE244O01017,FY23,24.67,30.62,0.07,45.4,1312.63,279.64,10.39
INE244O01017,FY24,14.37,17.27,0.12,27.63,1096.22,276.67,14.91
INE244O01017,FY25,9.92,12.17,0.14,19.5,963.7,267.12,10.05
INE244O01017,FY26,18.19,21.08,0.18,,1170.4,284.19,3.33
INE854D01024,FY23,18.95,22.37,0.03,16.01,10554.0,1223.0,73.0
INE854D01024,FY24,19.77,26.17,0.04,19.83,11259.0,1113.0,43.0
INE854D01024,FY25,19.52,25.91,0.06,22.28,11517.0,1387.0,80.0
INE854D01024,FY26,20.53,25.38,0.05,25.89,12415.0,1311.0,96.0
