ISIN,Symbol,Name,Sector,IndustryGroup,MarketCap,CurrentPrice,NSECode,BSECode
INE201P01022,GRINFRA,G R Infraprojects Ltd.,Roads & Highways,Cement and Construction,8409.46,869.1,GRINFRA,543317.0
INE063P01018,EQUITASBNK,Equitas Small Finance Bank Ltd.,Microfinance Institutions,Banking and Finance,8344.98,72.95,EQUITASBNK,543243.0
INE970X01018,LEMONTREE,Lemon Tree Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,8314.63,104.95,LEMONTREE,541233.0
INE716B01029,TIPSMUSIC,Tips Music Ltd.,Movies & Entertainment,Media,8305.86,649.75,TIPSMUSIC,532375.0
INE912T01018,RPEL,Raghav Productivity Enhancers Ltd.,Electrodes & Refractories,General Industrials,8299.02,1807.2,RPEL,539837.0
INE274F01020,WESTLIFE,Westlife Foodworld Ltd.,Restaurants,Hotels Restaurants & Tourism,8273.97,530.6,WESTLIFE,505533.0
INE16W401027,AUGMONT,Augmont Enterprises Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,8237.32,901.5,AUGMONT,544888.0
INE0KCE01017,EUREKAFORB,Eureka Forbes Ltd.,Consumer Electronics,Consumer Durables,8201.97,423.75,EUREKAFORB,543482.0
INE050E01027,BALAMINES,Balaji Amines Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,8181.9,2525.2,BALAMINES,530999.0
INE0M4D01010,SETL,Standard Engineering Technology Ltd.,Other Industrial Products,General Industrials,8158.21,408.95,SETL,544333.0
INE16NZ01023,ORKLAINDIA,Orkla India Ltd.,Packaged Foods,FMCG,8139.21,594.15,ORKLAINDIA,544595.0
INE804L01022,MEDPLUS,Medplus Health Services Ltd.,Healthcare Supplies,Healthcare,8125.47,676.35,MEDPLUS,543427.0
INE836A01035,BSOFT,Birlasoft Ltd.,IT Consulting & Software,Software & Services,8092.17,289.35,BSOFT,532400.0
INE262A01018,HMT,HMT Ltd.,Heavy Electrical Equipment,General Industrials,8056.58,66.91,HMT,500191.0
INE473D01015,KINGFA,Kingfa Science & Technology (India) Ltd.,Plastic Products,General Industrials,8039.37,5932.5,KINGFA,524019.0
INE069I01010,EMBDL,Embassy Developments Ltd.,Realty,Realty,8000.31,57.53,EMBDL,532832.0
INE269A01021,SONATSOFTW,Sonata Software Ltd.,IT Consulting & Software,Software & Services,7999.12,285.25,SONATSOFTW,532221.0
INE010601016,ENTERO,Entero Healthcare Solutions Ltd.,Healthcare Services,Healthcare,7954.28,1827.6,ENTERO,544122.0
INE276A01018,GARFIBRES,Garware Technical Fibres Ltd.,Textiles,Textiles Apparels & Accessories,7946.72,800.55,GARFIBRES,509557.0
INE255A01020,EPL,EPL Ltd.,Containers & Packaging,Commercial Services & Supplies,7914.96,247.1,EPL,500135.0
INE221B01012,DYNAMATECH,Dynamatic Technologies Ltd.,Industrial Machinery,General Industrials,7914.7,11654.0,DYNAMATECH,505242.0
INE945H01021,V2RETAIL,V2 Retail Ltd.,Department Stores,Retailing,7894.4,216.5,V2RETAIL,532867.0
INE099Z01011,MIDHANI,Mishra Dhatu Nigam Ltd.,Aerospace & Defence,General Industrials,7845.8,418.8,MIDHANI,541195.0
INE738D01029,MRUTR,Mrugesh Trading Ltd.,Finance (including NBFCs),Banking and Finance,7842.19,108.55,,512065.0
INE867C01010,ASMTEC,ASM Technologies Ltd.,IT Consulting & Software,Software & Services,7834.73,5370.45,,526433.0
INE517F01014,GPPL,Gujarat Pipavav Port Ltd.,Marine Port & Services,Transportation,7813.36,161.62,GPPL,533248.0
INE0LRU01027,AARTIPHARM,Aarti Pharmalabs Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,7787.58,858.8,AARTIPHARM,543748.0
INE679V01027,AVL,Aditya Vision Ltd.,Specialty Retail,Retailing,7748.93,600.05,AVL,540205.0
INE813A01018,MAHLIFE,Mahindra Lifespace Developers Ltd.,Realty,Realty,7732.66,362.4,MAHLIFE,532313.0
INE690A01028,TTKPRESTIG,TTK Prestige Ltd.,Household Appliances,Consumer Durables,7706.86,562.75,TTKPRESTIG,517506.0
INE036B01030,GAEL,Gujarat Ambuja Exports Ltd.,Other Agricultural Products,"Food, Beverages & Tobacco",7696.95,167.81,GAEL,524226.0
INE0CJD01029,KMEW,Knowledge Marine & Engineering Works Ltd.,Marine Port & Services,Transportation,7694.01,3033.4,KMEW,543273.0
INE460H01021,STARCEMENT,Star Cement Ltd.,Cement & Cement Products,Cement and Construction,7687.11,190.19,STARCEMENT,540575.0
INE640A01023,SKFINDIA,SKF India Ltd.,Abrasives & Bearings,General Industrials,7678.71,1553.2,SKFINDIA,500472.0
INE600K01018,GALAXYSURF,Galaxy Surfactants Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,7678.17,2165.0,GALAXYSURF,540935.0
INE743M01012,RHIM,RHI Magnesita India Ltd.,Electrodes & Refractories,General Industrials,7668.43,371.35,RHIM,534076.0
INE0U3I01011,UNIMECH,Unimech Aerospace and Manufacturing Ltd.,Industrial Machinery,General Industrials,7649.04,1502.7,UNIMECH,544322.0
INE884B01025,KIRLFER,Kirloskar Ferrous Industries Ltd.,Iron & Steel/Interm.Products,Metals & Mining,7592.13,460.15,,500245.0
INE0LMW01024,CELLO,Cello World Ltd.,Houseware,Consumer Durables,7554.27,342.0,CELLO,544012.0
INE411F01010,KAMAHOLD,Kama Holdings Ltd.,Holding Companies,Diversified,7538.08,2349.0,,532468.0
INE429E01023,SAFARI,Safari Industries (India) Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,7530.4,1540.4,SAFARI,523025.0
INE0LZF01039,CORDELIA,Waterways Leisure Tourism Ltd.,Other Leisure Facilities,Diversified Consumer Services,7521.79,103.9,CORDELIA,544802.0
INE619B01017,NEWGEN,Newgen Software Technologies Ltd.,IT Consulting & Software,Software & Services,7478.92,524.8,NEWGEN,540900.0
INE04TZ01018,ETHOSLTD,Ethos Ltd.,Specialty Retail,Retailing,7472.89,2792.8,ETHOSLTD,543532.0
INE739E01017,CERA,Cera Sanitaryware Ltd.,Household Appliances,Consumer Durables,7464.43,5787.5,CERA,532443.0
INE254N01026,HNDFDS,Hindustan Foods Ltd.,Packaged Foods,FMCG,7452.11,615.05,HNDFDS,519126.0
INE0CU601026,GMRP&UI,GMR Power and Urban Infra Ltd.,Power - Electric Utilities,Utilities,7443.1,95.3,GMRP&UI,543490.0
INE668F01031,JYOTHYLAB,Jyothy Labs Ltd.,Personal Products,FMCG,7400.84,201.54,JYOTHYLAB,532926.0
INE284S01014,SJS,SJS Enterprises Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,7385.68,2306.1,SJS,543387.0
INE317F01035,NESCO,Nesco Ltd.,Realty,Realty,7381.39,1047.6,NESCO,505355.0
INE922K01024,INDIASHLTR,India Shelter Finance Corporation Ltd.,Housing Finance,Banking and Finance,7378.14,677.1,INDIASHLTR,544044.0
INE517B01013,TTML,Tata Teleservices (Maharashtra) Ltd.,Telecom Services,Telecom Services,7377.9,37.74,TTML,532371.0
INE987S01020,KSHINTL,KSH International Ltd.,Other Industrial Products,General Industrials,7370.47,1087.8,KSHINTL,544664.0
INE789E01012,JKPAPER,JK Paper Ltd.,Paper & Paper Products,Commercial Services & Supplies,7357.92,405.8,JKPAPER,532162.0
INE0HV901016,IXIGO,LE Travenues Technology Ltd.,Travel Support Services,Diversified Consumer Services,7354.41,166.75,IXIGO,544192.0
INE666D01022,BORORENEW,Borosil Renewables Ltd.,Houseware,Consumer Durables,7346.67,499.15,BORORENEW,502219.0
INE806T01020,SAPPHIRE,Sapphire Foods India Ltd.,Restaurants,Hotels Restaurants & Tourism,7341.35,228.43,SAPPHIRE,543397.0
INE211R01019,POWERMECH,Power Mech Projects Ltd.,Construction & Engineering,Cement and Construction,7291.03,2306.1,POWERMECH,539302.0
INE555B01013,AXISCADES,AXISCADES Technologies Ltd.,Aerospace & Defence,General Industrials,7280.03,1711.6,AXISCADES,532395.0
INE900L01028,MBAPL,Madhya Bharat Agro Products Ltd.,Fertilizers,Fertilizers,7278.29,166.12,MBAPL,
INE058A01010,SANOFI,Sanofi India Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,7273.52,3158.2,SANOFI,500674.0
INE855B01025,RAIN,Rain Industries Ltd.,Petrochemicals,Chemicals & Petrochemicals,7255.65,215.72,RAIN,500339.0
INE545H01011,TIIL,Technocraft Industries (India) Ltd.,Iron & Steel Products,Metals & Mining,7243.05,3194.6,TIIL,532804.0
INE416D01022,BLISSGVS,Bliss GVS Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,7131.07,671.0,BLISSGVS,506197.0
INE083K01017,BENGALASM,Bengal & Assam Company Ltd.,Finance (including NBFCs),Banking and Finance,7129.04,6310.95,,533095.0
INE024001021,AEROFLEX,Aeroflex Industries Ltd.,Iron & Steel Products,Metals & Mining,7112.12,537.45,AEROFLEX,543972.0
INE503A01015,DCBBANK,DCB Bank Ltd.,Banks,Banking and Finance,7111.78,220.74,DCBBANK,532772.0
INE916U01025,SFL,Sheela Foam Ltd.,Furniture-Furnishing,Diversified Consumer Services,7063.27,646.8,SFL,540203.0
INE510W01014,INOXGREEN,Inox Green Energy Services Ltd.,Green & Renewable Energy,Utilities,7030.12,175.1,INOXGREEN,543667.0
INE428V01029,NEPHROPLUS,Nephrocare Health Services Ltd.,Healthcare Services,Healthcare,6994.25,697.05,NEPHROPLUS,544647.0
INE011E01029,BALUFORGE,Balu Forge Industries Ltd.,Castings & Forgings,General Industrials,6969.11,574.1,BALUFORGE,531112.0
INE919H01018,IMFA,Indian Metals & Ferro Alloys Ltd.,Iron & Steel/Interm.Products,Metals & Mining,6951.45,1288.4,IMFA,533047.0
INE495P01020,BECTORFOOD,Mrs. Bectors Food Specialities Ltd.,Packaged Foods,FMCG,6936.76,225.96,BECTORFOOD,543253.0
INE221J01015,SHARDACROP,Sharda Cropchem Ltd.,Agrochemicals,Chemicals & Petrochemicals,6932.09,768.35,SHARDACROP,538666.0
INE899I01028,SYMBIOTEC,Symbiotec Pharmalab Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,6928.41,1078.25,SYMBIOTEC,544889.0
INE07T201019,RBA,Restaurant Brands Asia Ltd.,Restaurants,Hotels Restaurants & Tourism,6917.84,97.15,RBA,543248.0
INE483C01032,TANLA,Tanla Platforms Ltd.,Internet Software & Services,Software & Services,6912.22,521.15,TANLA,532790.0
INE07RO01027,SUPRIYA,Supriya Lifescience Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,6863.98,852.85,SUPRIYA,543434.0
INE18JU01028,EBGNG,GNG Electronics Ltd.,Computer Hardware,Hardware Technology & Equipment,6854.94,601.25,EBGNG,544455.0
INE340A01012,BIRLACORPN,Birla Corporation Ltd.,Cement & Cement Products,Cement and Construction,6833.07,887.35,BIRLACORPN,500335.0
INE278Y01022,CAMPUS,Campus Activewear Ltd.,Footwear,Retailing,6823.99,223.24,CAMPUS,543523.0
INE314T01033,GOKULAGRO,Gokul Agro Resources Ltd.,Edible Oils,FMCG,6821.52,231.17,GOKULAGRO,539725.0
INE055S01018,CYIENTDLM,Cyient DLM Ltd.,Electronic Components,Commercial Services & Supplies,6802.76,856.95,CYIENTDLM,543933.0
INE064A01026,TIMEX,Timex Group India Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,6767.69,670.4,,500414.0
INE933K01021,BAJAJCON,Bajaj Consumer Care Ltd.,Personal Products,FMCG,6760.13,517.55,BAJAJCON,533229.0
INE420C01059,PAISALO,Paisalo Digital Ltd.,Finance (including NBFCs),Banking and Finance,6739.56,74.1,PAISALO,532900.0
INE0DUT01020,INNOVACAP,Innova Captab Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,6726.21,1175.4,INNOVACAP,544067.0
INE02YR01019,EMIL,Electronics Mart India Ltd.,Specialty Retail,Retailing,6684.63,173.74,EMIL,543626.0
INE439E01022,SKIPPER,Skipper Ltd.,Construction & Engineering,Cement and Construction,6673.76,591.1,SKIPPER,538562.0
INE688A01022,TCI,Transport Corporation of India Ltd.,Surface Transportation,Transportation,6670.48,868.2,TCI,532349.0
INE274Y01021,AJAXENGG,Ajax Engineering Ltd.,Commercial Vehicles,Automobiles & Auto Components,6663.89,582.45,AJAXENGG,544356.0
INE0LXT01019,REDTAPE,Redtape Ltd.,Footwear,Retailing,6657.46,120.43,REDTAPE,543957.0
INE921L01032,POWERICA,Powerica Ltd.,Industrial Machinery,General Industrials,6644.61,525.05,POWERICA,544744.0
INE305A01023,TFCILTD,Tourism Finance Corporation of India Ltd.,Financial Institutions,Banking and Finance,6632.61,143.26,TFCILTD,526650.0
INE177F01017,KOVAI,Kovai Medical Center and Hospital Ltd.,Healthcare Services,Healthcare,6623.92,6053.5,,523323.0
INE00GO01025,LEAPIND,LEAP India Ltd.,Warehousing & Logistics,Transportation,6619.5,150.26,LEAPIND,544865.0
INE0RB801010,SENORES,Senores Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,6578.3,1428.4,SENORES,544319.0
INE399C01030,SUPRAJIT,Suprajit Engineering Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,6577.06,479.45,SUPRAJIT,532509.0
INE665J01013,VMART,V-Mart Retail Ltd.,Department Stores,Retailing,6558.6,824.2,VMART,534976.0
INE917M01012,DBL,Dilip Buildcon Ltd.,Roads & Highways,Cement and Construction,6514.04,401.0,DBL,540047.0
INE0UH301010,OMNI,Omnitech Engineering Ltd.,Industrial Machinery,General Industrials,6504.83,526.0,OMNI,544720.0
INE026A01025,GSFC,Gujarat State Fertilizer & Chemicals Ltd.,Fertilizers,Fertilizers,6490.4,162.88,GSFC,500690.0
INE232I01014,SPARC,Sun Pharma Advanced Research Company Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,6473.23,199.47,SPARC,532872.0
INE647O01011,ABFRL,Aditya Birla Fashion and Retail Ltd.,Department Stores,Retailing,6465.19,52.97,ABFRL,535755.0
INE386D01027,SBCL,Shivalik Bimetal Controls Ltd.,Other Industrial Goods,General Industrials,6458.01,1121.1,SBCL,513097.0
INE639B01023,TANFACIND,Tanfac Industries Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,6447.04,3231.6,,506854.0
INE021O01019,DODLA,Dodla Dairy Ltd.,Packaged Foods,FMCG,6435.77,1066.8,DODLA,543306.0
INE0J5801029,JSLL,Jeena Sikho Lifecare Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,6417.65,516.3,JSLL,544476.0
INE786A01032,JKLAKSHMI,JK Lakshmi Cement Ltd.,Cement & Cement Products,Cement and Construction,6402.13,515.7,JKLAKSHMI,500380.0
INE091G01026,JAIBALAJI,Jai Balaji Industries Ltd.,Iron & Steel/Interm.Products,Metals & Mining,6361.13,69.73,JAIBALAJI,532976.0
INE027A01015,RCF,Rashtriya Chemicals & Fertilizers Ltd.,Fertilizers,Fertilizers,6340.0,114.92,RCF,524230.0
INE460C01014,GANESHHOU,Ganesh Housing Ltd.,Realty,Realty,6328.66,758.95,GANESHHOU,526367.0
INE083A01026,MOREPENLAB,Morepen Laboratories Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,6232.43,113.74,MOREPENLAB,500288.0
INE128X01021,ACI,Archean Chemical Industries Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,6224.77,504.2,ACI,543657.0
INE04VU01023,STYL,Seshaasai Technologies Ltd.,Internet Software & Services,Software & Services,6205.25,383.5,STYL,544533.0
INE0AG901020,CEIGALL,Ceigall India Ltd.,Construction & Engineering,Cement and Construction,6198.21,355.8,CEIGALL,544223.0
INE947A01014,SUNFLAG,Sunflag Iron & Steel Company Ltd.,Iron & Steel/Interm.Products,Metals & Mining,6194.14,343.7,SUNFLAG,500404.0
INE0NAZ01010,SMARTWORKS,Smartworks Coworking Spaces Ltd.,Special Consumer Services,Diversified Consumer Services,6193.74,541.5,SMARTWORKS,544447.0
INE544R01021,GREENLAM,Greenlam Industries Ltd.,Furniture-Furnishing,Diversified Consumer Services,6190.39,242.62,GREENLAM,538979.0
INE074A01025,PRAJIND,Praj Industries Ltd.,Industrial Machinery,General Industrials,6167.85,335.55,PRAJIND,522205.0
INE0QJW01029,LCL,Lohia Corp Ltd.,Industrial Machinery,General Industrials,6143.55,581.5,LCL,544839.0
INE078V01014,VIKRAMSOLR,Vikram Solar Ltd.,Other Electrical Equipment/Products,Consumer Durables,6103.86,168.45,VIKRAMSOLR,544488.0
INE285J01028,SIS,SIS Ltd.,Misc. Commercial Services,Commercial Services & Supplies,6090.66,430.95,SIS,540673.0
INE256C01024,TRIVENI,Triveni Engineering & Industries Ltd.,Sugar,"Food, Beverages & Tobacco",6074.31,275.65,TRIVENI,532356.0
INE546C01010,PICCADIL,Piccadily Agro Industries Ltd.,Sugar,"Food, Beverages & Tobacco",6069.54,615.75,PICCADIL,530305.0
INE542W01025,KPIGREEN,KPI Green Energy Ltd.,Green & Renewable Energy,Utilities,6068.53,307.0,KPIGREEN,542323.0
INE007N01010,FEDFINA,Fedbank Financial Services Ltd.,Finance (including NBFCs),Banking and Finance,6060.11,161.56,FEDFINA,544027.0
INE549A01026,HCC,Hindustan Construction Company Ltd.,Construction & Engineering,Cement and Construction,6019.54,22.98,HCC,500185.0
INE570A01022,IONEXCHANG,Ion Exchange (India) Ltd.,Utilities:Non-Electrical,Utilities,6001.6,409.2,IONEXCHANG,500214.0
INE045J01034,FCL,Fineotex Chemical Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,5998.34,51.51,FCL,533333.0
INE0ISX01025,KUSUMGAR,Kusumgar Ltd.,Textiles,Textiles Apparels & Accessories,5997.11,571.2,KUSUMGAR,544821.0
INE126M01010,IBULLSLTD,Indiabulls Ltd.,Misc. Commercial Services,Commercial Services & Supplies,5986.77,25.67,IBULLSLTD,533520.0
INE01JE01028,MARINE,Marine Electricals (India) Ltd.,Electronic Components,Commercial Services & Supplies,5976.39,432.15,MARINE,
INE955V01021,ARVINDFASN,Arvind Fashions Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,5969.62,446.5,ARVINDFASN,542484.0
INE993A01026,MANINDS,Man Industries (India) Ltd.,Iron & Steel/Interm.Products,Metals & Mining,5914.88,788.55,MANINDS,513269.0
INE599M01018,JUSTDIAL,Just Dial Ltd.,Internet Software & Services,Software & Services,5892.62,692.85,JUSTDIAL,535648.0
INE602W01027,SENCO,Senco Gold Ltd.,Gems & Jewellery,Textiles Apparels & Accessories,5878.31,358.65,SENCO,543936.0
INE485C01029,IOLCP,IOL Chemicals and Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,5869.08,199.95,IOLCP,524164.0
INE136S01016,NEOGEN,Neogen Chemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,5853.93,2137.9,NEOGEN,542665.0
INE908D01010,SHAKTIPUMP,Shakti Pumps (India) Ltd.,Compressors & Pumps,General Industrials,5836.73,473.0,SHAKTIPUMP,531431.0
INE858B01029,ISGEC,ISGEC Heavy Engineering Ltd.,Industrial Machinery,General Industrials,5789.35,787.35,ISGEC,533033.0
INE887G01027,GOKEX,Gokaldas Exports Ltd.,Textiles,Textiles Apparels & Accessories,5783.07,789.2,GOKEX,532630.0
INE162B01018,LUMAXIND,Lumax Industries Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,5778.28,6181.5,LUMAXIND,517206.0
INE247D01039,JINDWORLD,Jindal Worldwide Ltd.,Textiles,Textiles Apparels & Accessories,5765.96,57.51,JINDWORLD,531543.0
INE454P01035,TRANSRAILL,Transrail Lighting Ltd.,Heavy Electrical Equipment,General Industrials,5763.61,429.3,TRANSRAILL,544317.0
INE395N01027,TVSSCS,TVS Supply Chain Solutions Ltd.,Transport Related Services,Transportation,5754.0,130.41,TVSSCS,543965.0
INE239C01020,STYLAMIND,Stylam Industries Ltd.,Forest Products,Forest Materials,5741.0,3387.4,STYLAMIND,526951.0
INE227J01012,KALPATARU,Kalpataru Ltd.,Realty,Realty,5717.43,277.65,KALPATARU,544423.0
INE191A01027,ORCHPHARMA,Orchid Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,5716.94,954.65,ORCHPHARMA,524372.0
INE679A01013,CSBBANK,CSB Bank Ltd.,Banks,Banking and Finance,5699.88,328.55,CSBBANK,542867.0
INE506W01020,KRISHANA,Krishana Phoschem Ltd.,Fertilizers,Fertilizers,5692.16,184.13,KRISHANA,
INE802C01033,SSWL,Steel Strips Wheels Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,5690.64,361.85,SSWL,513262.0
INE09VQ01012,INDIGOPNTS,Indigo Paints Ltd.,Paints,Consumer Durables,5660.13,1185.8,INDIGOPNTS,543258.0
INE953L01027,JSFB,Jana Small Finance Bank Ltd.,Microfinance Institutions,Banking and Finance,5658.82,535.1,JSFB,544118.0
INE010A01011,PRSMJOHNSN,Prism Johnson Ltd.,Cement & Cement Products,Cement and Construction,5593.3,111.12,PRSMJOHNSN,500338.0
INE910A01012,NIRLON,Nirlon Ltd.,Realty,Realty,5585.51,619.8,,500307.0
INE258B01022,FDC,FDC Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,5581.13,342.8,FDC,531599.0
INE879I01012,DBREALTY,Valor Estate Ltd.,Realty,Realty,5563.47,102.57,DBREALTY,533160.0
INE320B01020,CENTUM,Centum Electronics Ltd.,Electronic Components,Commercial Services & Supplies,5561.29,3767.3,CENTUM,517544.0
INE0I7C01011,LATENTVIEW,Latent View Analytics Ltd.,Data Processing Services,Software & Services,5530.07,267.25,LATENTVIEW,543398.0
INE353K01014,ITDC,India Tourism Development Corporation Ltd.,Hotels,Hotels Restaurants & Tourism,5526.55,644.35,ITDC,532189.0
INE694D01016,VADILALIND,Vadilal Industries Ltd.,Packaged Foods,FMCG,5502.26,7655.0,VADILALIND,519156.0
INE759A01021,MASTEK,Mastek Ltd.,IT Consulting & Software,Software & Services,5497.12,1772.9,MASTEK,523704.0
INE737H01014,FIEMIND,FIEM Industries Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,5489.76,2085.8,FIEMIND,532768.0
INE483S01020,CCAVENUE,AvenuesAI Ltd.,Internet Software & Services,Software & Services,5482.95,15.7,CCAVENUE,539807.0
INE12F801023,KISSHT,OnEMI Technology Solutions Ltd.,Finance (including NBFCs),Banking and Finance,5482.94,309.3,KISSHT,544754.0
INE323I01011,PURVA,Puravankara Ltd.,Realty,Realty,5471.52,230.72,PURVA,532891.0
INE0J1F01024,RPTECH,Rashi Peripherals Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,5469.51,823.65,RPTECH,544119.0
INE279A01012,UNIVCABLES,Universal Cables Ltd.,Wires & Cables,Consumer Durables,5469.04,1576.3,UNIVCABLES,504212.0
INE337A01034,LGBBROSLTD,LG Balakrishnan & Bros Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,5430.64,1702.8,LGBBROSLTD,500250.0
INE13B501022,SAATVIKGL,Saatvik Green Energy Ltd.,Other Electrical Equipment/Products,Consumer Durables,5394.34,424.4,SAATVIKGL,544526.0
INE419U01012,HAPPSTMNDS,Happiest Minds Technologies Ltd.,IT Consulting & Software,Software & Services,5390.53,354.0,HAPPSTMNDS,543227.0
INE942C01045,GUJTHEM,Gujarat Themis Biosyn Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,5353.79,411.35,GUJTHEM,506879.0
INE348L01012,MASFIN,Mas Financial Services Ltd.,Finance (including NBFCs),Banking and Finance,5352.88,295.0,MASFIN,540749.0
INE0BV301023,MAPMYINDIA,C.E. Info Systems Ltd.,Internet Software & Services,Software & Services,5320.04,972.2,MAPMYINDIA,543425.0
INE186A01019,GUJALKALI,Gujarat Alkalies & Chemicals Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,5299.21,721.6,GUJALKALI,530001.0
